s_seker,MisparMB,c3,c30,c300,c300012,c300038,c300046,c300053,c300061,c300079,c300087,c300202,c300210,c300228,c300236,c300244,c300251,c300269,c300277,c300285,c300293,c300301,c300319,c300327,c300335,c300343,c300350,c300368,c300376,c300400,c300418,c300426,c300442,c300459,c300467,c300475,c300483,c300491,c300509,c300517,c300525,c300533,c301,c301010,c301028,c301036,c301044,c301051,c301069,c301077,c302,c302018,c302026,c302034,c302042,c302059,c302067,c302075,c302083,c302109,c302117,c302125,c302133,c302141,c302158,c302166,c302174,c302182,c302190,c302208,c302216,c302224,c302232,c302240,c302257,c302265,c302273,c302303,c302315,c302323,c303,c303016,c303032,c303040,c303057,c303065,c303073,c303081,c303099,c303107,c303115,c304,c304014,c304022,c304030,c304048,c304105,c304113,c304121,c304139,c304147,c304154,c304162,c304170,c304188,c304204,c304212,c304220,c304303,c304311,c305,c305011,c305037,c305045,c305052,c305060,c305078,c305086,c305094,c305102,c305110,c305128,c305136,c305193,c306,c306019,c306027,c306035,c306043,c306050,c306068,c306076,c307,c307017,c307025,c307033,c307041,c307058,c308,c308015,c308023,c308031,c308049,c308064,c308080,c309,c309013,c309021,c309039,c309047,c309054,c309062,c309070,c309088,c309096,c309104,c309120,c309138,c309153,c309179,c309187,c309203,c309211,c309229,c309237,c309245,c309252,c309278,c309286,c309294,c309310,c309336,c309344,c309351,c309369,c309997
2013,117,10518,1336,426,30,15,0,11,0,26,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,72,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,246,0,0,65,0,65,0,0,0,119,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,125,9412,1905,485,0,112,45,61,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,0,82,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,64,0,0,31,8,0,29,13,18,91,0,79,0,0,0,22,65,0,56,22,0,0,0,0,0,0,0,34,0,0,0,0,110,0,0,0,110,0,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,18,13906,1006,265,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,22,22,119,0,0,0,0,0,0,33,0,0,0,0,0,18,0,0,0,0,23,0,0,0,0,23,0,0,156,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,53,0,29,0,39,0,0,0,0,155,23,0,0,0,0,0,27,10,0,0,0,56,0,0,39,0,0,0,48,0,0,0,0,0,0,0,48,0,0,0,0,0,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
2013,26,12608,1289,250,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,43,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,205,0,0,0,0,29,64,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,54,0,0,0,0,0,0,326,78,0,0,0,0,11,37,0,0,37,0,77,0,0,29,0,56,0,68,0,54,0,0,0,0,0,0,14,0,0,0,0,175,43,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,15,0,50,0,58,0,0,0,0,37,0,0,0,0,43,0,0,0,0,0,9,0,0,0,0
2013,34,18115,2597,314,52,0,0,65,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,311,0,0,0,0,73,78,972,0,0,0,0,0,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,130,0,0,0,0,0,0,361,204,0,0,0,0,0,89,0,0,0,0,68,0,0,0,0,0,0,243,202,0,0,0,0,30,0,0,0,0,11,0,0,65,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,19
2013,42,10984,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,223,0,0,0,0,0,0,0,0,125,44,0,0,0,0,0,28,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,23,0,44,0,0,0,70,15,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,59,8020,1085,176,0,0,0,0,22,0,0,25,0,0,0,26,0,0,0,0,0,32,22,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,24,52,63,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,21,0,32,0,0,0,0,0,64,0,0,94,0,0,0,0,121,0,112,17,0,0,32,0,0,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,217,217,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,15,0,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
2013,67,31081,3505,700,26,104,0,65,43,0,0,29,0,0,0,0,0,0,0,0,0,0,55,37,152,0,13,0,0,0,0,41,28,0,0,0,0,26,82,0,0,0,91,0,43,0,21,0,27,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,79,0,0,0,0,603,0,708,157,0,0,65,15,0,166,10,0,129,0,62,0,0,39,0,63,0,627,36,0,0,0,65,22,30,260,101,40,74,0,0,144,9,0,69,58,8,0,0,81,0,81,0,0,0,0,0,0,0,0,0,0,396,0,0,73,41,4,0,0,23,11,0,0,0,14,0,0,170,18,0,0,0,0,43,0,0,0,0,0,0,0,0
2013,75,14105,892,291,0,39,0,65,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,23,0,0,0,0,59,0,0,43,0,0,0,0,0,0,0,56,0,208,0,0,38,0,0,42,0,28,100,0,0,0,0,45,0,0,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,83,15977,1111,173,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,96,277,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,101,72,23,0,0,0,0,19,0,0,0,30,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,73,0,0,0,0,0,90,0,65,25,0,0,0,0,55,0,0,55,0,0,108,0,108,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0
2013,91,13483,1648,363,78,0,95,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,130,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,379,195,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,197,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,109,28458,4472,379,0,34,0,0,28,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,129,0,15,95,0,0,0,0,0,0,0,0,0,160,0,0,0,0,73,0,86,2743,0,0,0,0,0,0,0,0,593,0,0,788,0,404,0,0,0,0,283,0,0,0,0,0,0,674,0,0,0,530,0,0,0,0,530,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,93,0,0,0,0,54,0,0,41,13,0,0,0,303,0,0,303,0,0,0,0,0,0,0,0,0,175,0,0,0,45,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,133,8641,585,126,12,13,0,0,0,9,0,0,22,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,32,0,0,0,0,0,8,0,0,0,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,159,0,0,17,0,0,3,0,42,97,0,0,0,0,59,0,0,22,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,15,0,0,0,0,9,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2013,141,14246,2172,239,97,0,0,22,16,9,0,0,0,22,0,0,0,0,0,0,0,0,61,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,910,0,0,0,0,0,0,0,0,0,576,89,0,0,0,16,131,70,0,0,72,0,111,0,0,0,87,0,0,253,0,0,0,0,0,0,0,151,76,26,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,32,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,158,5263,916,231,0,0,0,26,33,0,0,13,0,0,0,0,48,0,0,0,0,0,89,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,397,129,0,0,0,0,0,0,0,0,0,0,145,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,43,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,166,6249,866,257,14,14,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,120,0,0,0,0,0,0,0,0,269,22,0,0,0,0,33,0,0,0,0,0,26,37,0,0,13,139,0,161,0,0,0,0,0,60,0,69,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2013,174,2442,980,339,0,34,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,65,56,0,28,21,0,0,0,43,0,0,0,0,0,81,0,0,0,0,0,0,129,0,52,0,0,0,0,77,161,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,65,71,0,71,0,0,0,0,0,0,0,0,206,23,0,0,12,0,0,102,0,0,0,0,17,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,45,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,182,13211,450,89,0,34,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,21,0,0,0,0,0,24,17,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,5,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,123,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,65,0,0,0,0,0,0,0,0
2013,190,19181,3335,561,79,0,0,96,30,43,0,21,0,0,43,0,0,0,0,0,0,108,0,32,25,0,0,0,0,0,0,35,48,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,26,1495,217,0,0,0,0,0,0,0,0,0,0,249,0,682,0,0,65,0,0,0,0,0,0,0,65,0,217,0,0,236,0,0,0,19,0,0,0,0,217,0,561,41,0,0,0,39,0,54,5,108,112,0,112,0,0,0,90,0,0,246,0,0,0,0,27,0,0,78,141,0,0,0,0,189,22,0,61,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2013,208,11728,1757,405,0,17,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,147,185,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,54,0,0,104,0,0,0,0,85,0,0,197,0,67,0,63,37,30,0,0,0,0,343,43,0,0,0,17,38,48,0,0,80,0,87,0,0,0,0,30,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,54,24,0,0,30,0,0,0,0,0,0,0,0,0,134,0,41,0,26,0,67,170,0,0,0,0,0,0,0,17,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
2013,216,18325,3617,1566,0,17,76,47,65,65,0,0,0,0,22,0,0,0,0,0,0,0,927,0,45,0,0,0,26,0,0,0,60,0,0,0,217,0,0,0,0,0,39,0,0,0,0,0,0,39,590,0,0,0,115,0,0,0,0,0,0,0,56,0,161,0,0,87,0,41,0,0,0,0,0,0,0,130,0,0,285,0,225,0,0,0,0,0,0,0,60,263,30,0,0,43,0,0,0,0,43,63,0,15,41,0,0,27,0,0,63,0,0,0,0,0,33,0,0,30,0,0,0,0,49,0,0,0,22,27,0,0,0,0,0,0,0,0,532,0,281,97,112,0,41,229,0,0,39,0,0,0,0,100,0,17,0,0,27,0,0,0,0,0,32,0,14,0,0,0,0,0,0,0,0,0
2013,224,3650,225,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,123,0,0,0,76,0,28,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,232,5698,807,133,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,36,0,0,0,0,36,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,80,0,85,0,0,0,0,0,0,0,82,60,0,0,0,0,0,0,0,0,0,60,191,0,0,0,0,16,28,0,14,0,58,0,27,15,0,0,0,32,0,106,19,0,0,0,0,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,240,29123,1493,526,0,35,50,0,62,0,0,0,0,0,0,0,0,0,23,0,0,65,0,0,0,0,0,0,0,0,51,0,240,0,0,0,0,0,0,0,0,0,43,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,251,0,0,0,0,0,0,0,0,476,107,0,0,0,16,37,0,0,79,0,0,105,108,0,0,25,0,0,197,0,0,0,0,0,0,0,145,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,273,6844,1003,125,0,0,20,15,0,0,0,38,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,74,13,0,0,0,0,28,32,358,0,54,0,0,0,0,0,0,190,0,0,0,0,0,35,0,32,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,59,20,0,0,0,0,0,0,26,13,0,0,0,0,0,0,0,0,0,118,36,0,0,0,0,9,0,0,45,0,28,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,65,43,0,0,28,0,0,0,16,0,11,0,0,0,0,15,0,0,0,0,54,0,0,0,0,0,0,0,0
2013,281,8891,1484,192,0,17,26,0,0,0,0,12,0,0,26,0,0,0,0,0,15,0,35,0,0,0,0,0,0,0,39,23,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,41,245,0,0,0,0,0,0,0,0,0,43,0,26,0,0,23,0,17,0,17,0,74,0,0,0,0,0,0,24,22,219,0,106,0,45,68,0,0,0,0,0,511,101,0,0,0,28,0,0,0,0,129,0,122,0,25,68,0,39,0,30,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,58,0,65,122,45,0,30,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
2013,299,16486,3104,857,0,0,156,38,86,28,0,0,0,0,0,0,0,0,0,0,0,85,149,26,16,71,37,0,88,0,0,55,0,0,0,0,0,0,0,0,0,22,240,42,157,0,0,40,0,0,564,86,0,0,0,0,0,0,0,157,0,0,134,0,0,0,0,40,0,0,0,0,0,0,0,0,53,40,0,54,0,0,0,0,0,0,0,0,0,0,0,322,54,0,0,0,0,100,0,0,0,0,0,36,0,0,0,26,107,0,42,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,221,542,0,0,0,53,263,0,0,0,0,0,13,0,58,0,46,28,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,307,23506,4148,729,0,0,52,0,0,69,0,0,0,0,0,0,0,19,0,0,0,32,102,41,66,0,0,71,25,0,91,77,62,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,56,0,0,0,56,0,0,0,0,0,0,508,61,0,0,0,0,0,180,22,38,55,0,52,74,0,0,0,26,0,26,0,0,0,0,0,0,0,0,26,0,0,0,0,81,23,0,0,21,37,0,0,0,0,0,0,0,0,2503,102,576,728,351,0,746,181,0,0,63,0,0,0,0,0,36,15,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
2013,315,43483,4178,778,0,0,88,0,0,64,0,0,0,0,0,0,0,0,0,0,0,41,132,0,182,0,0,20,41,0,0,17,139,0,0,0,0,0,0,0,0,54,160,160,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,108,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,454,22,0,0,37,35,0,124,16,0,70,0,0,0,0,0,13,137,0,100,32,0,0,0,0,0,0,0,15,0,28,24,0,68,0,0,22,0,0,47,0,0,0,0,0,0,0,827,0,542,82,113,0,91,1311,54,845,0,0,8,0,0,0,15,0,0,48,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,323,4453,548,179,34,0,0,25,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,22,22,22,0,0,0,0,0,11,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,88,0,0,0,0,0,36,0,0,30,0,15,0,0,0,15,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,331,7328,1483,56,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,84,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,54,0,39,0,0,22,0,0,0,17,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547
2013,349,7975,1341,119,0,0,0,0,0,22,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,152,0,0,152,0,0,0,0,635,141,0,0,0,0,0,0,0,217,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,141,0,141,0,0,0,0,0,0,0,0,240,56,0,0,0,0,80,0,0,0,0,0,0,104,0,0,0,0,0,54,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,257,47664,1698,295,0,0,51,26,48,22,0,0,0,0,74,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,80,0,61,0,0,0,0,19,661,0,0,0,121,0,0,0,0,0,0,0,63,0,301,0,0,22,0,0,0,0,0,0,0,0,0,0,153,0,180,0,180,0,0,0,0,0,0,0,0,158,39,0,0,0,0,0,24,0,0,0,0,15,0,0,0,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,192,102,0,0,52,0,0,0,0,0,0,35,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,265,27353,1382,285,0,32,43,0,0,22,0,23,24,0,0,0,0,0,0,0,0,0,54,24,0,22,0,0,26,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,281,0,0,0,0,0,0,0,0,0,0,0,29,75,0,0,14,0,65,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,268,50,0,0,0,0,71,0,0,0,20,0,0,0,0,0,0,126,0,58,10,0,0,0,0,17,0,0,0,31,0,0,0,109,0,0,109,0,0,0,0,129,129,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,15,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,679,19935,1687,282,0,0,0,37,0,0,0,0,7,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,32,0,13,0,0,0,0,0,19,45,0,0,0,0,0,0,0,0,0,0,0,285,0,0,93,0,0,0,0,0,0,0,0,0,0,119,43,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,54,0,0,0,0,35,0,0,18,0,0,15,32,0,0,13,56,0,40,11,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,127,127,0,0,0,0,340,0,0,340,0,0,0,389,0,206,43,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,687,9592,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,87,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,61,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,695,7004,1308,65,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,26,0,0,0,0,0,0,0,65,0,0,0,0,0,54,0,0,0,134,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,41,0,0,0,0,0,0,0,0,35,0,24,0,0,0,0,0,0,48,13,0,0,0,0,0,0,35,0,0,0,0,0,106,0,0,0,17,0,89,0,0,0,0,0,0,0,574,0,542,0,0,0,32,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
